code,date,time,floor,type,basicPrice,ceilingPrice,floorPrice,open,high,low,close,average,adOpen,adHigh,adLow,adClose,adAverage,nmVolume,nmValue,ptVolume,ptValue,change,adChange,pctChange
ISG,2023-08-09,15:08:01,UPCOM,STOCK,2.6,2.9,2.3,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IST,2023-08-09,15:08:01,UPCOM,STOCK,28.5,32.7,24.3,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNB,2023-08-09,15:08:01,UPCOM,STOCK,12.4,14.2,10.6,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLR,2023-08-09,15:08:01,UPCOM,STOCK,12.5,14.3,10.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHG,2023-08-09,15:08:01,UPCOM,STOCK,2.8,3.2,2.4,3.0,3.2,2.9,3.2,3.093,3.0,3.2,2.9,3.2,3.093,3443149.0,10649485900.0,0.0,0.0,0.4,0.4,14.2857
HHN,2023-08-09,15:08:01,UPCOM,STOCK,8.7,12.1,5.3,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRT,2023-08-09,15:08:01,UPCOM,STOCK,5.4,6.2,4.6,5.4,5.4,5.3,5.4,5.335,5.4,5.4,5.3,5.4,5.335,25600.0,136580000.0,0.0,0.0,0.0,0.0,0.0
DSV,2023-08-09,15:08:01,UPCOM,STOCK,9.5,13.3,5.7,9.5,9.5,9.5,9.5,9.5,7.9,7.9,7.9,7.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMS,2023-08-09,15:08:01,UPCOM,STOCK,24.9,28.6,21.2,25.0,25.1,24.8,25.1,24.962,25.0,25.1,24.8,25.1,24.962,6646.0,165901000.0,0.0,0.0,0.2,0.2,0.8032
GTT,2023-08-09,15:08:01,UPCOM,STOCK,0.5,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOP,2023-08-09,15:08:01,UPCOM,STOCK,10.0,11.5,8.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,101.0,1009800.0,0.0,0.0,0.0,0.0,0.0
DNL,2023-08-09,15:08:01,UPCOM,STOCK,20.2,23.2,17.2,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,100.0,1860000.0,0.0,0.0,-1.6,-1.6,-7.9208
DDH,2023-08-09,15:08:01,UPCOM,STOCK,19.4,22.3,16.5,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDM,2023-08-09,15:08:01,UPCOM,STOCK,1.6,1.8,1.4,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPI,2023-08-09,15:08:01,UPCOM,STOCK,2.7,3.1,2.3,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CQN,2023-08-09,15:08:01,UPCOM,STOCK,27.7,31.8,23.6,28.0,28.0,27.7,27.7,27.781,28.0,28.0,27.7,27.7,27.781,5700.0,158350000.0,0.0,0.0,0.0,0.0,0.0
CMP,2023-08-09,15:08:01,UPCOM,STOCK,8.1,11.3,4.9,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNF,2023-08-09,15:08:04,HNX,STOCK,9.4,10.3,8.5,9.4,9.5,9.3,9.4,9.439,9.4,9.5,9.3,9.4,9.439,20300.0,191620000.0,0.0,0.0,0.0,0.0,0.0
VNT,2023-08-09,15:08:04,HNX,STOCK,49.5,54.4,44.6,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSA,2023-08-09,15:08:04,HNX,STOCK,22.9,25.1,20.7,23.4,23.4,23.0,23.0,23.036,23.4,23.4,23.0,23.0,23.036,1101.0,25363400.0,0.0,0.0,0.1,0.1,0.4367
VSM,2023-08-09,15:08:04,HNX,STOCK,17.8,19.5,16.1,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WCS,2023-08-09,15:08:04,HNX,STOCK,176.0,193.6,158.4,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,140.0,24760000.0,0.0,0.0,2.0,2.0,1.1364
ACV,2023-08-09,15:08:01,UPCOM,STOCK,81.4,93.6,69.2,81.8,82.0,81.0,81.1,81.535,81.8,82.0,81.0,81.1,81.535,6670.0,543636800.0,0.0,0.0,-0.3,-0.3,-0.3686
BLN,2023-08-09,15:08:01,UPCOM,STOCK,5.1,5.8,4.4,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSG,2023-08-09,15:08:01,UPCOM,STOCK,13.7,15.7,11.7,13.0,13.9,12.7,13.3,13.123,13.0,13.9,12.7,13.3,13.123,47800.0,627290000.0,0.0,0.0,-0.4,-0.4,-2.9197
CK8,2023-08-09,15:08:01,UPCOM,STOCK,3.6,4.1,3.1,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCP,2023-08-09,15:08:01,UPCOM,STOCK,19.3,22.1,16.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,100.0,2210000.0,0.0,0.0,2.8,2.8,14.5078
CCT,2023-08-09,15:08:01,UPCOM,STOCK,5.5,6.3,4.7,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOT,2023-08-09,15:08:04,HNX,STOCK,16.8,18.4,15.2,17.0,17.0,16.4,16.6,16.606,17.0,17.0,16.4,16.6,16.606,1701.0,28247000.0,0.0,0.0,-0.2,-0.2,-1.1905
TJC,2023-08-09,15:08:04,HNX,STOCK,12.8,14.0,11.6,12.9,13.2,12.9,13.2,13.088,12.9,13.2,12.9,13.2,13.088,1600.0,20940000.0,0.0,0.0,0.4,0.4,3.125
TTZ,2023-08-09,15:08:04,HNX,STOCK,1.8,1.9,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMS,2023-08-09,15:08:04,HNX,STOCK,27.2,29.9,24.5,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,7105.0,212054100.0,0.0,0.0,2.7,2.7,9.9265
VGP,2023-08-09,15:08:04,HNX,STOCK,29.8,32.7,26.9,30.0,30.0,29.8,29.8,29.872,30.0,30.0,29.8,29.8,29.872,1800.0,53770000.0,0.0,0.0,0.0,0.0,0.0
PTS,2023-08-09,15:08:04,HNX,STOCK,10.8,11.8,9.8,10.8,10.8,10.5,10.7,10.686,10.0,10.0,9.722,9.907,9.894,40606.0,433934800.0,0.0,0.0,-0.1,-0.0926,-0.9259
PGT,2023-08-09,15:08:04,HNX,STOCK,3.6,3.9,3.3,3.6,3.9,3.6,3.9,3.825,3.6,3.9,3.6,3.9,3.825,60208.0,230271200.0,0.0,0.0,0.3,0.3,8.3333
PRC,2023-08-09,15:08:04,HNX,STOCK,19.0,20.9,17.1,18.8,19.9,18.5,18.6,18.923,18.8,19.9,18.5,18.6,18.923,5200.0,98400000.0,0.0,0.0,-0.4,-0.4,-2.1053
PJC,2023-08-09,15:08:04,HNX,STOCK,24.0,26.4,21.6,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS3,2023-08-09,15:08:04,HNX,STOCK,5.4,5.9,4.9,5.4,5.5,5.3,5.5,5.316,5.4,5.5,5.3,5.5,5.316,14300.0,76020000.0,0.0,0.0,0.1,0.1,1.8519
CCR,2023-08-09,15:08:04,HNX,STOCK,12.0,13.2,10.8,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1600.0,19200000.0,0.0,0.0,0.0,0.0,0.0
CDN,2023-08-09,15:08:04,HNX,STOCK,26.6,29.2,24.0,26.6,27.2,26.4,27.2,26.614,26.6,27.2,26.4,27.2,26.614,5850.0,155644400.0,0.0,0.0,0.6,0.6,2.2556
CAG,2023-08-09,15:08:04,HNX,STOCK,8.9,9.7,8.1,9.0,9.7,9.0,9.7,9.686,9.0,9.7,9.0,9.7,9.686,77889.0,754460100.0,0.0,0.0,0.8,0.8,8.9888
HCT,2023-08-09,15:08:04,HNX,STOCK,8.0,8.8,7.2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMH,2023-08-09,15:08:04,HNX,STOCK,10.6,11.6,9.6,10.6,11.0,10.6,11.0,10.871,10.6,11.0,10.6,11.0,10.871,22100.0,240260000.0,0.0,0.0,0.4,0.4,3.7736
GIC,2023-08-09,15:08:04,HNX,STOCK,14.6,16.0,13.2,14.9,14.9,14.8,14.8,14.809,14.9,14.9,14.8,14.8,14.809,1100.0,16290000.0,0.0,0.0,0.2,0.2,1.3699
DXP,2023-08-09,15:08:04,HNX,STOCK,13.6,14.9,12.3,13.4,13.6,13.3,13.5,13.392,13.4,13.6,13.3,13.5,13.392,66238.0,887019300.0,0.0,0.0,-0.1,-0.1,-0.7353
DL1,2023-08-09,15:08:04,HNX,STOCK,5.9,6.4,5.4,5.9,6.1,5.8,6.0,5.978,5.9,6.1,5.8,6.0,5.978,2165168.0,12943378000.0,0.0,0.0,0.1,0.1,1.6949
MAC,2023-08-09,15:08:04,HNX,STOCK,10.7,11.7,9.7,10.7,10.7,10.3,10.7,10.343,10.7,10.7,10.3,10.7,10.343,55400.0,573010000.0,0.0,0.0,0.0,0.0,0.0
MAS,2023-08-09,15:08:04,HNX,STOCK,31.1,34.2,28.0,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,300.0,9330000.0,0.0,0.0,0.0,0.0,0.0
NAP,2023-08-09,15:08:04,HNX,STOCK,5.9,6.4,5.4,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCT,2023-08-09,15:08:04,HOSE,STOCK,26.1,27.9,24.3,26.1,26.1,25.8,25.95,25.91,26.1,26.1,25.8,25.95,25.91,13300.0,344595000.0,0.0,0.0,-0.15,-0.15,-0.5747
TCO,2023-08-09,15:08:04,HOSE,STOCK,8.08,8.64,7.52,8.16,8.64,8.1,8.64,8.41,8.16,8.64,8.1,8.64,8.41,490500.0,4126185000.0,0.0,0.0,0.56,0.56,6.9307
TCL,2023-08-09,15:08:04,HOSE,STOCK,40.0,42.8,37.2,40.0,40.1,39.9,40.05,40.03,40.0,40.1,39.9,40.05,40.03,144400.0,5780910000.0,0.0,0.0,0.05,0.05,0.125
SKG,2023-08-09,15:08:04,HOSE,STOCK,19.0,20.3,17.7,19.1,19.15,18.8,18.9,18.94,19.1,19.15,18.8,18.9,18.94,886400.0,16790010000.0,0.0,0.0,-0.1,-0.1,-0.5263
STG,2023-08-09,15:08:04,HOSE,STOCK,47.25,50.5,43.95,50.0,50.0,49.9,49.9,49.92,50.0,50.0,49.9,49.9,49.92,600.0,29950000.0,0.0,0.0,2.65,2.65,5.6085
TMS,2023-08-09,15:08:04,HOSE,STOCK,56.0,59.9,52.1,54.8,56.0,54.8,55.0,55.04,54.8,56.0,54.8,55.0,55.04,1000.0,55040000.0,0.0,0.0,-1.0,-1.0,-1.7857
VIP,2023-08-09,15:08:04,HOSE,STOCK,12.35,13.2,11.5,12.3,12.4,12.1,12.2,12.23,12.3,12.4,12.1,12.2,12.23,840200.0,10276065000.0,0.0,0.0,-0.15,-0.15,-1.2146
VNS,2023-08-09,15:08:04,HOSE,STOCK,17.55,18.75,16.35,17.6,17.6,17.2,17.35,17.25,17.6,17.6,17.2,17.35,17.25,94700.0,1633850000.0,0.0,0.0,-0.2,-0.2,-1.1396
VOS,2023-08-09,15:08:04,HOSE,STOCK,13.1,14.0,12.2,13.1,13.15,12.85,12.85,12.94,13.1,13.15,12.85,12.85,12.94,1380700.0,17862190000.0,0.0,0.0,-0.25,-0.25,-1.9084
VJC,2023-08-09,15:08:04,HOSE,STOCK,103.0,110.2,95.8,103.3,103.5,101.5,101.6,102.63,103.3,103.5,101.5,101.6,102.63,649600.0,66665800000.0,0.0,0.0,-1.4,-1.4,-1.3592
VNL,2023-08-09,15:08:04,HOSE,STOCK,16.0,17.1,14.9,16.0,16.0,15.85,15.95,15.91,16.0,16.0,15.85,15.95,15.91,11300.0,179830000.0,0.0,0.0,-0.05,-0.05,-0.3125
BSC,2023-08-09,15:08:04,HNX,STOCK,12.0,13.2,10.8,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSC,2023-08-09,15:08:04,HOSE,STOCK,36.5,39.05,33.95,36.9,36.9,35.55,36.15,35.89,33.546,33.546,32.319,32.864,32.628,1794300.0,64403045000.0,0.0,0.0,-0.35,-0.3182,-0.9589
VTO,2023-08-09,15:08:04,HOSE,STOCK,9.58,10.25,8.91,9.6,9.85,9.56,9.7,9.72,9.6,9.85,9.56,9.7,9.72,1123200.0,10919341000.0,0.0,0.0,0.12,0.12,1.2526
NCT,2023-08-09,15:08:04,HOSE,STOCK,91.4,97.7,85.1,90.0,92.0,89.5,89.5,90.09,90.0,92.0,89.5,89.5,90.09,7100.0,639670000.0,0.0,0.0,-1.9,-1.9,-2.0788
PJT,2023-08-09,15:08:04,HOSE,STOCK,10.9,11.65,10.15,10.6,10.6,10.4,10.4,10.44,10.6,10.6,10.4,10.4,10.44,3300.0,34460000.0,0.0,0.0,-0.5,-0.5,-4.5872
PDN,2023-08-09,15:08:04,HOSE,STOCK,130.0,139.1,120.9,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,100.0,12500000.0,0.0,0.0,-5.0,-5.0,-3.8462
SCS,2023-08-09,15:08:04,HOSE,STOCK,68.0,72.7,63.3,68.0,68.0,67.1,67.1,67.5,68.0,68.0,67.1,67.1,67.5,44100.0,2976780000.0,0.0,0.0,-0.9,-0.9,-1.3235
SFI,2023-08-09,15:08:04,HOSE,STOCK,32.6,34.85,30.35,32.6,32.7,32.5,32.6,32.59,32.6,32.7,32.5,32.6,32.59,5000.0,162970000.0,0.0,0.0,0.0,0.0,0.0
SGN,2023-08-09,15:08:04,HOSE,STOCK,75.8,81.1,70.5,75.4,75.8,74.3,75.8,75.28,75.4,75.8,74.3,75.8,75.28,4600.0,346300000.0,2350000.0,177425000000.0,0.0,0.0,0.0
PVP,2023-08-09,15:08:04,HOSE,STOCK,15.45,16.5,14.4,15.7,15.7,15.4,15.5,15.53,15.7,15.7,15.4,15.5,15.53,514900.0,7995630000.0,0.0,0.0,0.05,0.05,0.3236
PVT,2023-08-09,15:08:04,HOSE,STOCK,24.35,26.05,22.65,24.45,24.45,23.7,23.7,24.02,24.45,24.45,23.7,23.7,24.02,4683500.0,112504920000.0,0.0,0.0,-0.65,-0.65,-2.6694
MHC,2023-08-09,15:08:04,HOSE,STOCK,9.49,10.15,8.83,10.15,10.15,9.49,9.85,10.04,10.15,10.15,9.49,9.85,10.04,5544100.0,55653807000.0,0.0,0.0,0.36,0.36,3.7935
ILB,2023-08-09,15:08:04,HOSE,STOCK,32.45,34.7,30.2,32.0,32.2,31.3,32.2,31.6,32.0,32.2,31.3,32.2,31.6,2100.0,66350000.0,0.0,0.0,-0.25,-0.25,-0.7704
HTV,2023-08-09,15:08:04,HOSE,STOCK,10.05,10.75,9.35,10.1,10.15,9.87,9.9,9.94,10.1,10.15,9.87,9.9,9.94,17800.0,176933000.0,0.0,0.0,-0.15,-0.15,-1.4925
HVN,2023-08-09,15:08:04,HOSE,STOCK,13.3,14.2,12.4,13.3,14.1,13.2,13.9,13.83,13.3,14.1,13.2,13.9,13.83,3584200.0,49562990000.0,1795000.0,22699250000.0,0.6,0.6,4.5113
HAH,2023-08-09,15:08:04,HOSE,STOCK,34.35,36.75,31.95,34.35,34.4,33.35,33.6,33.79,34.35,34.4,33.35,33.6,33.79,2264500.0,76521870000.0,0.0,0.0,-0.75,-0.75,-2.1834
GSP,2023-08-09,15:08:04,HOSE,STOCK,12.6,13.45,11.75,12.65,12.65,12.45,12.55,12.53,12.65,12.65,12.45,12.55,12.53,133400.0,1671980000.0,0.0,0.0,-0.05,-0.05,-0.3968
GMD,2023-08-09,15:08:04,HOSE,STOCK,58.5,62.5,54.5,58.5,58.5,57.4,57.6,57.84,58.5,58.5,57.4,57.6,57.84,965600.0,55847020000.0,0.0,0.0,-0.9,-0.9,-1.5385
DVP,2023-08-09,15:08:04,HOSE,STOCK,60.1,64.3,55.9,60.0,60.1,59.9,60.0,60.01,60.0,60.1,59.9,60.0,60.01,35200.0,2112380000.0,0.0,0.0,-0.1,-0.1,-0.1664
ASG,2023-08-09,15:08:04,HOSE,STOCK,22.55,24.1,21.0,23.55,23.55,22.55,23.5,22.84,23.55,23.55,22.55,23.5,22.84,2500.0,57105000.0,0.0,0.0,0.95,0.95,4.2129
CLL,2023-08-09,15:08:04,HOSE,STOCK,36.7,39.25,34.15,36.5,36.8,36.45,36.8,36.58,36.5,36.8,36.45,36.8,36.58,3000.0,109745000.0,0.0,0.0,0.1,0.1,0.2725
CMG,2023-08-09,15:08:04,HOSE,STOCK,49.2,52.6,45.8,48.5,49.2,47.0,49.0,48.35,48.5,49.2,47.0,49.0,48.35,64100.0,3099260000.0,3470870.0,158965846000.0,-0.2,-0.2,-0.4065
CTR,2023-08-09,15:08:04,HOSE,STOCK,74.6,79.8,69.4,74.6,75.0,73.8,74.0,74.36,74.6,75.0,73.8,74.0,74.36,198700.0,14774520000.0,126000.0,10054800000.0,-0.6,-0.6,-0.8043
ELC,2023-08-09,15:08:04,HOSE,STOCK,19.6,20.95,18.25,19.95,20.5,19.7,20.5,20.18,19.95,20.5,19.7,20.5,20.18,609800.0,12306335000.0,0.0,0.0,0.9,0.9,4.5918
FPT,2023-08-09,15:08:04,HOSE,STOCK,84.2,90.0,78.4,84.0,84.7,83.0,83.1,83.58,84.0,84.7,83.0,83.1,83.58,982700.0,82131800000.0,489300.0,44037000000.0,-1.1,-1.1,-1.3064
ICT,2023-08-09,15:08:04,HOSE,STOCK,13.6,14.55,12.65,13.55,13.55,13.4,13.55,13.47,13.55,13.55,13.4,13.55,13.47,6100.0,82175000.0,0.0,0.0,-0.05,-0.05,-0.3676
ITD,2023-08-09,15:08:04,HOSE,STOCK,11.3,12.05,10.55,11.3,11.5,11.25,11.35,11.38,11.3,11.5,11.25,11.35,11.38,57900.0,658940000.0,0.0,0.0,0.05,0.05,0.4425
ADC,2023-08-09,15:08:04,HNX,STOCK,17.6,19.3,15.9,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,2.0,35200.0,0.0,0.0,0.0,0.0,0.0
BST,2023-08-09,15:08:04,HNX,STOCK,15.6,17.1,14.1,15.6,16.0,14.1,16.0,15.4,15.6,16.0,14.1,16.0,15.4,1303.0,20068500.0,0.0,0.0,0.4,0.4,2.5641
BDB,2023-08-09,15:08:04,HNX,STOCK,12.8,14.0,11.6,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BED,2023-08-09,15:08:04,HNX,STOCK,38.6,42.4,34.8,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KST,2023-08-09,15:08:04,HNX,STOCK,13.0,14.3,11.7,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,103.0,1439300.0,0.0,0.0,1.0,1.0,7.6923
LBE,2023-08-09,15:08:04,HNX,STOCK,15.0,16.5,13.5,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,200.0,2840000.0,0.0,0.0,-0.8,-0.8,-5.3333
EBS,2023-08-09,15:08:04,HNX,STOCK,11.6,12.7,10.5,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,3.0,31500.0,0.0,0.0,0.0,0.0,0.0
ECI,2023-08-09,15:08:04,HNX,STOCK,25.1,27.6,22.6,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EID,2023-08-09,15:08:04,HNX,STOCK,21.1,23.2,19.0,21.1,21.3,21.1,21.3,21.154,21.1,21.3,21.1,21.3,21.154,16210.0,342910000.0,0.0,0.0,0.2,0.2,0.9479
HEV,2023-08-09,15:08:04,HNX,STOCK,35.0,38.5,31.5,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLT,2023-08-09,15:08:04,HNX,STOCK,20.5,22.5,18.5,19.5,19.7,19.5,19.7,19.6,19.5,19.7,19.5,19.7,19.6,200.0,3920000.0,0.0,0.0,-0.8,-0.8,-3.9024
DST,2023-08-09,15:08:04,HNX,STOCK,5.5,6.0,5.0,5.5,6.0,5.5,6.0,5.876,5.5,6.0,5.5,6.0,5.876,2078318.0,12212779100.0,0.0,0.0,0.5,0.5,9.0909
DAD,2023-08-09,15:08:04,HNX,STOCK,19.7,21.6,17.8,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAE,2023-08-09,15:08:04,HNX,STOCK,17.4,19.1,15.7,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,100.0,1750000.0,0.0,0.0,0.1,0.1,0.5747
PIA,2023-08-09,15:08:04,HNX,STOCK,29.4,32.3,26.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,100.0,3000000.0,0.0,0.0,0.6,0.6,2.0408
ONE,2023-08-09,15:08:04,HNX,STOCK,5.6,6.1,5.1,5.6,5.6,5.4,5.4,5.484,5.6,5.6,5.4,5.4,5.484,24000.0,131610000.0,0.0,0.0,-0.2,-0.2,-3.5714
SGD,2023-08-09,15:08:04,HNX,STOCK,19.5,21.4,17.6,19.0,19.0,19.0,19.0,19.0,18.035,18.035,18.035,18.035,18.035,112.0,2134000.0,0.0,0.0,-0.5,-0.4746,-2.5641
QST,2023-08-09,15:08:04,HNX,STOCK,7.4,8.1,6.7,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SED,2023-08-09,15:08:04,HNX,STOCK,19.5,21.4,17.6,19.5,19.5,19.4,19.5,19.474,19.5,19.5,19.4,19.5,19.474,33900.0,660160000.0,0.0,0.0,0.0,0.0,0.0
TPH,2023-08-09,15:08:04,HNX,STOCK,9.8,10.7,8.9,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STC,2023-08-09,15:08:04,HNX,STOCK,20.0,22.0,18.0,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,600.0,13140000.0,0.0,0.0,1.9,1.9,9.5
SMN,2023-08-09,15:08:04,HNX,STOCK,13.7,15.0,12.4,12.9,13.7,12.5,13.7,12.544,12.9,13.7,12.5,13.7,12.544,7300.0,91570000.0,0.0,0.0,0.0,0.0,0.0
CAB,2023-08-09,15:08:01,UPCOM,STOCK,15.2,17.4,13.0,15.3,15.3,15.2,15.2,15.224,14.293,14.293,14.2,14.2,14.222,2929.0,44623000.0,0.0,0.0,0.0,0.0,0.0
ABC,2023-08-09,15:08:01,UPCOM,STOCK,15.9,18.2,13.6,15.9,16.0,15.5,15.9,15.825,15.9,16.0,15.5,15.9,15.825,12801.0,202576000.0,0.0,0.0,0.0,0.0,0.0
VTC,2023-08-09,15:08:04,HNX,STOCK,12.9,14.1,11.7,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,109.0,1306400.0,0.0,0.0,-0.9,-0.9,-6.9767
CMT,2023-08-09,15:08:01,UPCOM,STOCK,12.8,14.7,10.9,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,100.0,1270000.0,0.0,0.0,-0.1,-0.1,-0.7813
FOC,2023-08-09,15:08:01,UPCOM,STOCK,79.5,91.4,67.6,79.5,79.5,77.6,77.6,77.847,79.5,79.5,77.6,77.6,77.847,1500.0,116770000.0,0.0,0.0,-1.9,-1.9,-2.3899
FOX,2023-08-09,15:08:01,UPCOM,STOCK,65.0,74.7,55.3,65.0,66.9,64.0,66.7,65.208,65.0,66.9,64.0,66.7,65.208,6601.0,430253400.0,3000.0,210000000.0,1.7,1.7,2.6154
EPH,2023-08-09,15:08:01,UPCOM,STOCK,13.0,14.9,11.1,13.2,13.2,13.0,13.0,13.096,13.2,13.2,13.0,13.0,13.096,6700.0,87740000.0,0.0,0.0,0.0,0.0,0.0
HIG,2023-08-09,15:08:01,UPCOM,STOCK,8.5,9.7,7.3,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,30.0,255000.0,0.0,0.0,0.0,0.0,0.0
MFS,2023-08-09,15:08:01,UPCOM,STOCK,29.6,34.0,25.2,29.6,30.5,29.6,30.0,30.156,29.6,30.5,29.6,30.0,30.156,3237.0,97570000.0,0.0,0.0,0.4,0.4,1.3514
TTN,2023-08-09,15:08:01,UPCOM,STOCK,8.5,9.7,7.3,8.6,8.9,8.5,8.9,8.67,8.6,8.9,8.5,8.9,8.67,225456.0,1954802800.0,0.0,0.0,0.4,0.4,4.7059
VGI,2023-08-09,15:08:01,UPCOM,STOCK,25.4,29.2,21.6,25.6,25.8,25.3,25.5,25.508,25.6,25.8,25.3,25.5,25.508,431121.0,10996986300.0,0.0,0.0,0.1,0.1,0.3937
VIE,2023-08-09,15:08:01,UPCOM,STOCK,5.6,6.4,4.8,5.9,5.9,5.6,5.6,5.788,5.9,5.9,5.6,5.6,5.788,805.0,4658800.0,0.0,0.0,0.0,0.0,0.0
VNB,2023-08-09,15:08:01,UPCOM,STOCK,12.1,13.9,10.3,12.4,12.4,11.8,12.0,12.022,12.4,12.4,11.8,12.0,12.022,191510.0,2302303000.0,0.0,0.0,-0.1,-0.1,-0.8264
NBE,2023-08-09,15:08:01,UPCOM,STOCK,12.3,14.1,10.5,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,1700.0,20910000.0,0.0,0.0,0.0,0.0,0.0
PTP,2023-08-09,15:08:01,UPCOM,STOCK,11.4,13.1,9.7,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAI,2023-08-09,15:08:01,UPCOM,STOCK,11.0,12.6,9.4,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
